interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"88-09-79-89","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No",
"17-30-57-13","Others ➡️ Specify","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"34-24-20-27","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,2,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"13-99-53-09","Pathenium","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,4,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"62-74-89-68","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"62-74-89-68","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,2,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No",,"No","No","No","No","Yes",,"No","No","No","No","No",
"10-78-86-05","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"10-78-86-05","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"58-17-83-09","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)",,"No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"86-94-71-57","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",
"86-94-71-57","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"13-61-09-88","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No",,,"No","No",
"33-63-66-86","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"33-63-66-86","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"31-45-42-89","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,2,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
"53-01-20-30","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No",,"No","No","No","No","Yes","No","No","No",,0,2,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No","No","No","No","No",,"No","No",
"13-52-61-75","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"13-52-61-75","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No",,"No","No",,"No","No",
"64-05-06-14","Fall army worm","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"78-32-01-29","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"33-80-34-20","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"10-62-40-22","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"82-40-44-86","Others ➡️ Specify","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"52-02-93-49","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,3,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No",,"No","No",
"94-99-56-40","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"32-71-99-16","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"32-71-99-16","Pathenium","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"91-09-88-25","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,2,"didn't plant",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"53-58-51-62","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No",,"No","No","No","No","Yes","No",,"No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No",,"No","No","No",,"Yes","No","No",
"95-92-63-73","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"06-17-24-58","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No","No","No",,0,2,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No",,"No","No",,"No","No",
"23-78-50-31","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No",
"20-84-25-59","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"20-84-25-59","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",
"97-31-09-83","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"56-22-99-66","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"05-92-75-52","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No","No",
"56-78-97-61","Pathenium","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,4,3,2,0,0,0,1,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No",
"89-05-59-72","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"89-05-59-72","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No",,"No","No","No","No","Yes",,"No","No","No","No","No",
"50-93-16-91","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"89-68-31-84","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"89-68-31-84","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No",
"37-58-34-11","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No",,1,2,3,4,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"33-93-90-01","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"00-04-89-61","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)",,"No","No","No","No","Yes","No",,"No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"98-42-90-09","Others ➡️ Specify","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"81-57-29-94","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Others, specify","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"81-57-29-94","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No",,"No","No","No","No","Yes",,"No","No","No","No","No",
"55-74-55-01","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"not experienced highly so far",,"Every month of the cropping season","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"35-03-81-94","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"87-29-60-32","Fall army worm","Not severe infestation - a small number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"have seen it in a neighbour's farm",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"64-96-99-21","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"36-02-93-74","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"currently not in my farm",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"56-43-23-52","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"56-43-23-52","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,2,"The respondent doesn't burn the Pathenium after they are removed because their livestock feed on them",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No",,"No","No","No","No","Yes",,"No","No","No","No","No",
"42-33-55-75","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"67-03-64-23","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"34-93-29-30","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"74-55-51-40","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"64-62-65-29","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"30-54-31-50","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"42-02-08-83","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"42-02-08-83","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"04-71-60-91","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"04-71-60-91","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",
"04-71-60-91","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",
"37-15-67-95","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,2,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"42-23-71-10","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"50-11-26-74","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"41-04-96-60","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"41-04-96-60","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"64-11-10-98","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,2,0,0,0,0,1,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No",,"No","No",
"57-81-30-05","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"88-77-78-80","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"50-74-95-60","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"50-74-95-60","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No",,"Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"50-74-95-60","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"99-69-07-36","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"94-52-87-82","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"94-52-87-82","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"36-65-12-21","Fall army worm","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"36-65-12-21","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No",,"No","No","No","No","No","No","No",
"97-41-99-18","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Others, specify","Yes",,"No","No","No","No","No","No",,"No","No","No","No","No","No",
"90-57-88-40","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Others, specify","Yes",,"No","No","No","No","No","No",,"No","No","No","No","No","No",
"38-86-39-27","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,"No","No","No","No","No","No",,"No","No","No","No","No","No",
"03-07-08-19","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
