interview__key,r_invasive_spices__id,eco_mgmt,eco_mgmt_rank,cost_management,how_effective
"72-72-49-77",2,"Sand and Ash",1,0,"Moderately effective"
"61-58-42-30",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"46-76-02-18",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Moderately effective"
"46-76-02-18",2,"Sand and Ash",1,0,"Moderately effective"
"32-71-82-87",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"32-71-82-87",2,"Sand and Ash",1,0,"Moderately effective"
"51-19-72-02",1,"Use of Pesticides or Chemical Agents",1,4500,"Highly effective"
"51-19-72-02",2,"Weeding",1,0,"Moderately effective"
"51-19-72-02",3,"Burning",1,3000,"Moderately effective"
"98-92-34-42",1,"Do Nothing",1,0,"Not at all effective"
"19-17-82-94",2,"Do Nothing",1,0,"Not at all effective"
"26-53-83-57",1,"Crop Rotation",3,0,"Slightly effective"
"26-53-83-57",1,"Sand and Ash",2,0,"Moderately effective"
"26-53-83-57",1,"Cutting the Trees",1,0,"Moderately effective"
"35-77-55-36",3,"Burning",1,0,"Moderately effective"
"35-77-55-36",4,"Sand and Ash",2,,
"35-77-55-36",4,"Burning",1,,
"60-19-93-23",3,"Sand and Ash",1,0,"Moderately effective"
"98-71-23-55",1,"Do Nothing",1,0,"Not at all effective"
"88-09-79-89",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Moderately effective"
"17-30-57-13",4,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,,
"34-24-20-27",2,"Use of Pesticides or Chemical Agents",1,0,"Highly effective"
"13-99-53-09",2,"Cutting the Trees",1,0,"Moderately effective"
"62-74-89-68",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"62-74-89-68",2,"Sand and Ash",1,0,"Moderately effective"
"10-78-86-05",1,"Use of Pesticides or Chemical Agents",1,0,"Highly effective"
"10-78-86-05",2,"Burning",1,0,"Highly effective"
"58-17-83-09",1,"Use of Pesticides or Chemical Agents",1,600,"Moderately effective"
"86-94-71-57",1,"Use of Pesticides or Chemical Agents",1,2500,"Moderately effective"
"86-94-71-57",2,"Weeding",1,900,"Moderately effective"
"13-61-09-88",3,"Sand and Ash",1,0,"Slightly effective"
"13-61-09-88",3,"Burning",2,0,"Not at all effective"
"33-63-66-86",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"33-63-66-86",2,"Sand and Ash",1,0,"Moderately effective"
"31-45-42-89",2,"Do Nothing",1,0,"Not at all effective"
"53-01-20-30",2,"Burning",1,0,"Slightly effective"
"13-52-61-75",1,"Use of Pesticides or Chemical Agents",1,600,"Moderately effective"
"13-52-61-75",2,"Burning",1,0,"Slightly effective"
"64-05-06-14",1,"Weeding",1,0,"Slightly effective"
"64-05-06-14",1,"Sand and Ash",3,0,"Moderately effective"
"64-05-06-14",1,"Uprooting Seedlings and Trees",2,0,"Slightly effective"
"78-32-01-29",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"33-80-34-20",1,"Sand and Ash",1,0,"Moderately effective"
"10-62-40-22",1,"Sand and Ash",1,0,"Slightly effective"
"82-40-44-86",4,"Do Nothing",1,,
"52-02-93-49",1,"Sand and Ash",1,0,"Moderately effective"
"94-99-56-40",2,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"94-99-56-40",2,"Weeding",2,0,"Not at all effective"
"32-71-99-16",1,"Use of Pesticides or Chemical Agents",1,2000,"Highly effective"
"32-71-99-16",2,"Weeding",1,2700,"Highly effective"
"32-71-99-16",2,"Burning",2,0,"Highly effective"
"91-09-88-25",1,"Do Nothing",1,0,"Not at all effective"
"53-58-51-62",3,"Do Nothing",1,0,"Not at all effective"
"95-92-63-73",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,1000,"Slightly effective"
"06-17-24-58",2,"Use of Pesticides or Chemical Agents",2,0,"Slightly effective"
"06-17-24-58",2,"Cutting the Trees",1,0,"Slightly effective"
"23-78-50-31",3,"Sand and Ash",1,0,"Moderately effective"
"20-84-25-59",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"20-84-25-59",2,"Sand and Ash",1,0,"Moderately effective"
"97-31-09-83",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"56-22-99-66",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"05-92-75-52",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"56-78-97-61",2,"Do Nothing",1,0,"Not at all effective"
"89-05-59-72",1,"Do Nothing",1,0,"Slightly effective"
"89-05-59-72",2,"Sand and Ash",1,0,"Moderately effective"
"50-93-16-91",1,"Use of Pesticides or Chemical Agents",1,1500,"Slightly effective"
"89-68-31-84",1,"Use of Pesticides or Chemical Agents",1,1000,"Moderately effective"
"89-68-31-84",3,"Sand and Ash",1,0,"Moderately effective"
"37-58-34-11",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Moderately effective"
"37-58-34-11",1,"Sand and Ash",2,0,"Slightly effective"
"37-58-34-11",1,"Cutting the Trees",3,0,"Slightly effective"
"33-93-90-01",2,"Weeding",1,0,"Slightly effective"
"00-04-89-61",1,"Use of Pesticides or Chemical Agents",1,600,"Moderately effective"
"98-42-90-09",4,"Burning",1,,
"81-57-29-94",1,"Do Nothing",1,0,"Not at all effective"
"81-57-29-94",2,"Sand and Ash",1,0,"Moderately effective"
"55-74-55-01",2,"Weeding",1,0,"Moderately effective"
"35-03-81-94",1,"Cutting the Trees",1,0,"Moderately effective"
"87-29-60-32",1,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"64-96-99-21",1,"Weeding",1,0,"Slightly effective"
"36-02-93-74",1,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"56-43-23-52",1,"Do Nothing",1,0,"Not at all effective"
"56-43-23-52",2,"Sand and Ash",1,0,"Moderately effective"
"42-33-55-75",2,"Burning",1,0,"Moderately effective"
"67-03-64-23",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"34-93-29-30",2,"Do Nothing",1,0,"Not at all effective"
"74-55-51-40",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"64-62-65-29",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"30-54-31-50",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"42-02-08-83",1,"Do Nothing",1,0,"Not at all effective"
"42-02-08-83",2,"Sand and Ash",1,0,"Moderately effective"
"04-71-60-91",1,"Use of Pesticides or Chemical Agents",1,600,"Moderately effective"
"04-71-60-91",2,"Weeding",1,300,"Slightly effective"
"04-71-60-91",3,"Burning",1,300,"Moderately effective"
"37-15-67-95",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"42-23-71-10",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"50-11-26-74",4,"Burning",1,,
"41-04-96-60",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"41-04-96-60",2,"Burning",1,0,"Not at all effective"
"64-11-10-98",4,"Do Nothing",1,,
"57-81-30-05",2,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"88-77-78-80",1,"Do Nothing",1,0,"Not at all effective"
"50-74-95-60",1,"Use of Pesticides or Chemical Agents",1,800,"Moderately effective"
"50-74-95-60",2,"Weeding",1,1800,"Moderately effective"
"50-74-95-60",3,"Burning",1,2000,"Moderately effective"
"99-69-07-36",2,"Burning",1,0,"Not at all effective"
"94-52-87-82",1,"Do Nothing",1,0,"Not at all effective"
"94-52-87-82",2,"Sand and Ash",1,0,"Moderately effective"
"36-65-12-21",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"36-65-12-21",3,"Sand and Ash",1,0,"Moderately effective"
"97-41-99-18",2,"Weeding",1,0,"Slightly effective"
"97-41-99-18",2,"Burning",2,0,"Not at all effective"
"90-57-88-40",2,"Weeding",1,0,"Not at all effective"
"38-86-39-27",2,"Cutting the Trees",1,0,"Slightly effective"
"03-07-08-19",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"03-07-08-19",1,"Do Nothing",2,0,"Not at all effective"
"03-07-08-19",2,"Sand and Ash",1,0,"Moderately effective"
"72-39-10-40",1,"Do Nothing",1,0,"Not at all effective"
"06-58-90-91",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"20-64-53-81",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"64-24-49-94",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"84-08-92-59",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"80-92-01-63",1,"Use of Pesticides or Chemical Agents",1,0,"Not at all effective"
"39-04-13-87",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"39-04-13-87",1,"Cutting the Trees",2,0,"Moderately effective"
"39-04-13-87",2,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"39-04-13-87",2,"Cutting the Trees",2,0,"Slightly effective"
"12-81-58-78",1,"Do Nothing",1,0,"Not at all effective"
"07-91-23-12",3,"Sand and Ash",1,0,"Moderately effective"
"46-43-23-18",3,"Sand and Ash",1,3600,"Slightly effective"
"46-43-23-18",3,"Burning",2,0,"Slightly effective"
"48-70-52-60",1,"Use of Pesticides or Chemical Agents",1,3000,"Moderately effective"
"48-70-52-60",1,"Use of Pesticides or Chemical Agents",2,0,"Moderately effective"
"48-70-52-60",2,"Weeding",1,7000,"Moderately effective"
"48-70-52-60",2,"Use of Pesticides or Chemical Agents",2,3000,"Highly effective"
"48-70-52-60",3,"Sand and Ash",2,2000,"Slightly effective"
"48-70-52-60",3,"Burning",1,5000,"Slightly effective"
"64-66-30-53",1,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"64-66-30-53",2,"Sand and Ash",1,0,"Moderately effective"
"64-66-30-53",3,"Sand and Ash",1,0,"Slightly effective"
"07-19-59-75",3,"Uprooting Seedlings and Trees",1,0,"Slightly effective"
"03-69-84-05",1,"Do Nothing",1,0,"Not at all effective"
"03-69-84-05",2,"Weeding",1,0,"Highly effective"
"55-07-48-89",1,"Use of Pesticides or Chemical Agents",1,4700,"Moderately effective"
"55-07-48-89",2,"Weeding",1,4000,"Moderately effective"
"55-07-48-89",3,"Burning",1,3500,"Moderately effective"
"84-64-87-37",1,"Uprooting Seedlings and Trees",1,0,"Moderately effective"
"01-15-12-42",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"99-30-86-99",4,"Crop Diversification",1,,
"43-03-84-96",3,"Burning",2,0,"Highly effective"
"43-03-84-96",3,"Uprooting Seedlings and Trees",1,0,"Moderately effective"
"16-96-89-30",1,"Use of Pesticides or Chemical Agents",1,3200,"Moderately effective"
"16-96-89-30",2,"Burning",1,2000,"Slightly effective"
"16-96-89-30",3,"Sand and Ash",1,1000,"Slightly effective"
"16-96-89-30",3,"Burning",2,2000,"Slightly effective"
"26-40-62-78",2,"Sand and Ash",1,0,"Moderately effective"
"26-40-62-78",2,"Cutting the Trees",2,0,"Moderately effective"
"45-82-95-63",1,"Use of Pesticides or Chemical Agents",1,3200,"Moderately effective"
"45-82-95-63",2,"Weeding",1,0,"Moderately effective"
"45-82-95-63",2,"Use of Pesticides or Chemical Agents",2,3000,"Slightly effective"
"45-82-95-63",2,"Burning",3,0,"Slightly effective"
"19-12-89-41",1,"Use of Pesticides or Chemical Agents",1,5000,"Highly effective"
"19-12-89-41",3,"Burning",1,0,"Slightly effective"
"86-61-90-88",1,"Use of Pesticides or Chemical Agents",1,3200,"Highly effective"
"86-61-90-88",2,"Weeding",1,0,"Highly effective"
"86-61-90-88",2,"Burning",2,0,"Highly effective"
"86-61-90-88",3,"Burning",1,0,"Highly effective"
"86-61-90-88",3,"Uprooting Seedlings and Trees",2,0,"Moderately effective"
"01-74-93-41",1,"Sand and Ash",1,0,"Slightly effective"
"38-25-54-65",2,"Do Nothing",1,0,"Not at all effective"
"21-70-86-32",1,"Sand and Ash",1,0,"Slightly effective"
"02-81-96-02",1,"Use of Pesticides or Chemical Agents",1,1000,"Moderately effective"
"02-81-96-02",3,"Sand and Ash",1,0,"Moderately effective"
"54-34-58-95",2,"Do Nothing",1,0,"Not at all effective"
"76-19-75-88",1,"Do Nothing",1,0,"Not at all effective"
"66-74-73-77",2,"Burning",1,0,"Slightly effective"
"08-37-41-83",3,"Sand and Ash",1,0,"Slightly effective"
"08-37-41-83",3,"Burning",2,0,"Slightly effective"
"68-02-84-17",1,"Use of Pesticides or Chemical Agents",1,700,"Moderately effective"
"68-02-84-17",2,"Weeding",1,0,"Moderately effective"
"68-02-84-17",3,"Burning",1,0,"Moderately effective"
"75-80-31-44",1,"Use of Pesticides or Chemical Agents",1,3250,"Moderately effective"
"75-80-31-44",3,"Sand and Ash",1,5000,"Moderately effective"
"27-87-86-78",3,"Sand and Ash",1,0,"Slightly effective"
"27-87-86-78",3,"Burning",2,0,"Moderately effective"
"69-86-48-74",3,"Burning",1,0,"Not at all effective"
"71-45-11-71",1,"Use of Pesticides or Chemical Agents",1,800,"Moderately effective"
"71-45-11-71",3,"Burning",1,0,"Slightly effective"
"04-56-93-47",1,"Cutting the Trees",1,0,"Moderately effective"
"48-20-93-40",1,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"77-28-28-65",2,"Burning",1,0,"Slightly effective"
"11-74-52-10",1,"Do Nothing",1,0,"Not at all effective"
"15-73-69-92",2,"Sand and Ash",1,0,"Moderately effective"
"15-73-69-92",2,"Cutting the Trees",2,0,"Slightly effective"
"18-25-85-30",2,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"97-74-49-80",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"65-28-28-23",1,"Use of Pesticides or Chemical Agents",1,3200,"Highly effective"
"65-28-28-23",2,"Weeding",1,0,"Highly effective"
"65-28-28-23",2,"Burning",2,0,"Highly effective"
"65-28-28-23",3,"Burning",1,0,"Moderately effective"
"65-28-28-23",3,"Uprooting Seedlings and Trees",2,0,"Slightly effective"
"60-02-55-31",1,"Use of Pesticides or Chemical Agents",1,1000,"Not at all effective"
"60-02-55-31",2,"Burning",1,0,"Not at all effective"
"82-11-02-31",2,"Do Nothing",1,0,"Not at all effective"
"57-80-52-25",1,"Use of Pesticides or Chemical Agents",1,800,"Moderately effective"
"57-80-52-25",2,"Burning",1,0,"Slightly effective"
"57-80-52-25",3,"Burning",1,0,"Slightly effective"
"72-15-05-10",1,"Use of Pesticides or Chemical Agents",1,750,"Slightly effective"
"74-51-85-05",2,"Do Nothing",1,0,"Not at all effective"
"86-09-61-31",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"86-09-61-31",2,"Weeding",1,0,"Not at all effective"
"93-25-93-51",1,"Do Nothing",1,0,"Not at all effective"
"93-25-93-51",2,"Weeding",3,0,"Not at all effective"
"93-25-93-51",2,"Cutting the Trees",2,0,"Not at all effective"
"93-25-93-51",2,"Uprooting Seedlings and Trees",1,0,"Not at all effective"
"46-18-65-43",1,"Weeding",1,0,"Slightly effective"
"46-18-65-43",2,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"46-18-65-43",2,"Cutting the Trees",2,0,"Moderately effective"
"46-18-65-43",3,"Sand and Ash",1,0,"Slightly effective"
"04-39-31-02",3,"Burning",1,0,"Slightly effective"
"95-71-10-81",1,"Use of Pesticides or Chemical Agents",1,3000,"Moderately effective"
"95-71-10-81",2,"Weeding",1,2000,"Moderately effective"
"95-71-10-81",2,"Use of Pesticides or Chemical Agents",2,3000,"Moderately effective"
"95-71-10-81",3,"Sand and Ash",2,0,"Moderately effective"
"95-71-10-81",3,"Burning",1,0,"Moderately effective"
"12-15-65-08",2,"Weeding",1,0,"Not at all effective"
"44-29-85-16",2,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"71-69-40-35",2,"Sand and Ash",1,0,"Moderately effective"
"06-79-89-11",1,"Sand and Ash",1,0,"Slightly effective"
"06-79-89-11",2,"Sand and Ash",1,0,"Slightly effective"
"06-79-89-11",2,"Cutting the Trees",2,0,"Slightly effective"
"21-46-83-44",2,"Do Nothing",1,0,"Not at all effective"
"53-46-63-99",2,"Do Nothing",1,0,"Slightly effective"
"92-47-39-90",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"48-13-13-53",1,"Do Nothing",1,0,"Not at all effective"
"22-45-98-08",2,"Sand and Ash",1,0,"Moderately effective"
"05-13-82-78",2,"Burning",1,0,"Slightly effective"
"38-34-24-20",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"95-32-48-88",2,"Burning",1,0,"Slightly effective"
"95-32-48-88",2,"Others, Specify",2,0,"Slightly effective"
"38-26-85-56",1,"Use of Pesticides or Chemical Agents",1,1000,"Moderately effective"
"38-26-85-56",2,"Sand and Ash",1,0,"Moderately effective"
"14-26-58-26",1,"Cutting the Trees",1,0,"Slightly effective"
"14-26-58-26",3,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"14-26-58-26",3,"Cutting the Trees",2,0,"Slightly effective"
"98-72-74-27",2,"Sand and Ash",1,0,"Moderately effective"
"71-71-39-84",1,"Use of Pesticides or Chemical Agents",1,1000,"Highly effective"
"71-71-39-84",2,"Sand and Ash",1,0,"Moderately effective"
"22-94-31-61",2,"Do Nothing",1,0,"Not at all effective"
"76-87-83-96",2,"Weeding",1,0,"Not at all effective"
"76-33-66-65",1,"Do Nothing",1,0,"Not at all effective"
"20-69-31-32",1,"Do Nothing",1,0,"Not at all effective"
"32-73-67-08",4,"Cutting the Trees",1,,
"52-15-60-99",2,"Weeding",1,3000,"Slightly effective"
"82-73-01-57",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"89-62-46-70",1,"Use of Pesticides or Chemical Agents",1,750,"Highly effective"
"89-62-46-70",3,"Burning",1,0,"Highly effective"
"54-18-77-83",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"54-86-93-60",1,"Do Nothing",1,0,"Not at all effective"
"33-07-96-51",1,"Early Planting, Resistant Varieties",1,0,"Slightly effective"
"33-07-96-51",1,"Use of Pesticides or Chemical Agents",2,1500,"Slightly effective"
"33-07-96-51",2,"Weeding",1,1000,"Moderately effective"
"33-07-96-51",3,"Burning",1,0,"Highly effective"
"10-60-87-78",3,"Uprooting Seedlings and Trees",1,0,"Moderately effective"
"60-37-22-12",4,"Sand and Ash",1,,
"65-07-81-76",4,"Sand and Ash",1,,
"94-01-94-60",1,"Use of Pesticides or Chemical Agents",1,800,"Not at all effective"
"26-94-35-48",1,"Do Nothing",1,0,"Not at all effective"
"26-94-35-48",2,"Sand and Ash",1,0,"Moderately effective"
"34-70-02-31",1,"Do Nothing",1,0,"Not at all effective"
"04-31-65-65",4,"Do Nothing",1,,
"95-85-00-75",4,"Use of Pesticides or Chemical Agents",1,,
"41-04-08-56",4,"Use of Pesticides or Chemical Agents",1,,
"36-17-00-87",2,"Do Nothing",1,0,"Not at all effective"
"05-33-40-10",1,"Use of Pesticides or Chemical Agents",1,300,"Moderately effective"
"27-67-11-74",1,"Do Nothing",1,0,"Not at all effective"
"27-67-11-74",3,"Burning",1,0,"Slightly effective"
"42-16-66-43",1,"Do Nothing",1,0,"Not at all effective"
"42-16-66-43",2,"Sand and Ash",1,0,"Moderately effective"
"07-13-95-29",1,"Use of Pesticides or Chemical Agents",1,3000,"Moderately effective"
"07-13-95-29",2,"Weeding",1,0,"Moderately effective"
"07-13-95-29",3,"Burning",1,5000,"Moderately effective"
"96-93-55-42",1,"Do Nothing",1,0,"Not at all effective"
"35-46-21-62",1,"Use of Pesticides or Chemical Agents",1,0,"Highly effective"
"40-51-79-00",1,"Use of Pesticides or Chemical Agents",1,800,"Moderately effective"
"80-05-91-55",4,"Crop Diversification",1,,
"59-22-24-47",2,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"78-46-05-26",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"01-54-87-19",2,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"64-06-48-62",1,"Cutting the Trees",1,0,"Slightly effective"
"21-65-85-03",1,"Use of Pesticides or Chemical Agents",1,900,"Slightly effective"
"03-81-70-83",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"03-81-70-83",2,"Weeding",1,1200,"Moderately effective"
"03-81-70-83",3,"Burning",1,1400,"Moderately effective"
"22-43-82-01",3,"Burning",1,0,"Slightly effective"
"40-89-32-79",1,"Do Nothing",1,0,"Not at all effective"
"94-65-34-20",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"17-73-42-21",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"86-29-59-93",2,"Sand and Ash",1,0,"Slightly effective"
"88-87-27-22",1,"Do Nothing",1,0,"Not at all effective"
"17-95-26-62",3,"Uprooting Seedlings and Trees",1,0,"Slightly effective"
"86-23-74-18",3,"Burning",1,0,"Slightly effective"
"69-47-17-72",2,"Do Nothing",1,0,"Not at all effective"
"97-62-36-16",1,"Use of Pesticides or Chemical Agents",1,400,"Moderately effective"
"39-46-61-12",2,"Do Nothing",1,0,"Not at all effective"
"95-19-67-91",2,"Weeding",1,1000,"Not at all effective"
"90-10-35-11",1,"Use of Pesticides or Chemical Agents",1,5000,"Highly effective"
"90-10-35-11",2,"Weeding",1,3000,"Moderately effective"
"90-10-35-11",3,"Burning",1,10000,"Highly effective"
"43-53-25-48",4,"Do Nothing",1,,
"91-87-02-88",2,"Weeding",1,1000,"Not at all effective"
"54-62-08-69",1,"Use of Pesticides or Chemical Agents",1,3000,"Moderately effective"
"37-56-30-78",2,"Do Nothing",1,0,"Not at all effective"
"08-23-42-65",2,"Weeding",1,0,"Not at all effective"
"59-85-68-42",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"84-09-48-58",2,"Do Nothing",1,0,"Not at all effective"
"75-58-20-42",1,"Use of Pesticides or Chemical Agents",1,1600,"Slightly effective"
"75-58-20-42",3,"Sand and Ash",1,0,"Slightly effective"
"75-58-20-42",3,"Burning",2,1200,"Slightly effective"
"75-58-20-42",4,"Burning",1,,
"75-58-20-42",4,"Uprooting Seedlings and Trees",2,,
"00-68-70-04",1,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"51-54-98-03",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"07-07-62-62",1,"Use of Pesticides or Chemical Agents",1,2500,"Moderately effective"
"07-07-62-62",3,"Burning",1,3000,"Moderately effective"
"26-08-54-15",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"19-36-93-83",2,"Cutting the Trees",1,0,"Moderately effective"
"39-74-73-78",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"73-63-00-42",1,"Do Nothing",1,0,"Not at all effective"
"15-80-74-06",1,"Do Nothing",1,0,"Not at all effective"
"40-74-32-61",2,"Weeding",1,0,"Not at all effective"
"95-10-30-55",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"95-10-30-55",2,"Weeding",1,900,"Slightly effective"
"95-10-30-55",3,"Burning",1,1000,"Moderately effective"
"93-89-51-75",1,"Do Nothing",1,0,"Not at all effective"
"75-95-38-57",1,"Do Nothing",1,0,"Not at all effective"
"34-96-82-10",3,"Sand and Ash",1,0,"Moderately effective"
"90-41-75-26",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,0,"Slightly effective"
"90-41-75-26",2,"Sand and Ash",1,0,"Moderately effective"
"93-64-37-20",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"91-66-07-16",1,"Use of Pesticides or Chemical Agents",1,1600,"Slightly effective"
"91-66-07-16",3,"Burning",1,0,"Slightly effective"
"60-51-83-59",2,"Weeding",1,0,"Not at all effective"
"76-32-07-05",1,"Use of Pesticides or Chemical Agents",1,500,"Moderately effective"
"16-40-92-10",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"24-75-24-45",2,"Do Nothing",1,0,"Not at all effective"
"93-05-25-38",1,"Do Nothing",1,0,"Not at all effective"
"93-05-25-38",2,"Weeding",1,5000,"Slightly effective"
"59-77-15-06",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Moderately effective"
"43-11-20-48",2,"Do Nothing",1,0,"Not at all effective"
"38-02-62-89",2,"Burning",1,0,"Slightly effective"
"81-78-91-05",1,"Use of Pesticides or Chemical Agents",1,14400,"Moderately effective"
"81-78-91-05",2,"Weeding",2,1800,"Highly effective"
"81-78-91-05",2,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"47-09-64-37",2,"Burning",1,0,"Slightly effective"
"34-25-65-08",1,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"86-44-30-89",1,"Do Nothing",1,0,"Not at all effective"
"74-03-89-65",3,"Burning",1,0,"Moderately effective"
"56-65-93-48",1,"Do Nothing",1,0,"Not at all effective"
"66-39-11-55",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"66-39-11-55",3,"Sand and Ash",3,2000,"Slightly effective"
"66-39-11-55",3,"Burning",1,0,"Slightly effective"
"66-39-11-55",3,"Uprooting Seedlings and Trees",2,0,"Slightly effective"
"14-03-04-43",3,"Burning",1,0,"Highly effective"
"27-47-38-04",1,"Use of Pesticides or Chemical Agents",1,2500,"Moderately effective"
"27-47-38-04",2,"Weeding",1,0,"Highly effective"
"27-47-38-04",2,"Burning",2,0,"Highly effective"
"27-47-38-04",3,"Burning",1,0,"Highly effective"
"43-92-12-14",2,"Sand and Ash",1,0,"Slightly effective"
"05-86-89-30",3,"Sand and Ash",2,0,"Slightly effective"
"05-86-89-30",3,"Burning",1,0,"Slightly effective"
"84-33-11-24",1,"Do Nothing",1,0,"Not at all effective"
"79-96-52-99",1,"Do Nothing",1,0,"Not at all effective"
"27-91-30-19",3,"Uprooting Seedlings and Trees",1,0,"Slightly effective"
"49-11-32-04",2,"Burning",1,0,"Highly effective"
"49-11-32-04",3,"Burning",1,0,"Highly effective"
"88-01-30-83",1,"Sand and Ash",1,0,"Moderately effective"
"88-01-30-83",2,"Cutting the Trees",1,0,"Slightly effective"
"53-42-52-41",3,"Burning",1,0,"Not at all effective"
"18-88-95-82",1,"Do Nothing",1,0,"Not at all effective"
"44-20-34-87",2,"Do Nothing",1,0,"Not at all effective"
"62-58-98-18",3,"Uprooting Seedlings and Trees",1,0,"Slightly effective"
"10-26-36-54",3,"Sand and Ash",1,0,"Not at all effective"
"10-26-36-54",3,"Burning",2,0,"Moderately effective"
"97-96-81-02",2,"Sand and Ash",1,0,"Moderately effective"
"97-96-81-02",2,"Cutting the Trees",2,0,"Slightly effective"
"29-40-66-47",1,"Use of Pesticides or Chemical Agents",1,2100,"Slightly effective"
"29-40-66-47",1,"Others, Specify",2,200,"Slightly effective"
"29-40-66-47",3,"Sand and Ash",2,0,"Slightly effective"
"29-40-66-47",3,"Burning",1,0,"Slightly effective"
"29-40-66-47",4,"Sand and Ash",1,,
"29-40-66-47",4,"Cutting the Trees",2,,
"29-40-66-47",4,"Burning",3,,
