interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,cp_stor,cpamt,cpunits2,cpunits2_oth,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,crop_oth_uses,crop_ouse_oth,ouses_unit,ouses_unit_oth,crp_irrig,irrig__1,irrig__2,irrig__3,irrig__4,irrig__5,irrig__6,irrig__96,irrig__n888,irrig__n999,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,reason_imp_seed__1,reason_imp_seed__2,reason_imp_seed__3,reason_imp_seed__4,reason_imp_seed__5,reason_imp_seed__6,reason_imp_seed__7,reason_imp_seed__96,reason_imp_seed_oth,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,reason_fert__1,reason_fert__2,reason_fert__3,reason_fert__4,reason_fert__5,reason_fert__6,reason_fert__7,reason_fert__96,reason_fert_oth,cp09,cp11
"62-54-48-69","SORGHUM","3","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"40-71-41-17","GROUND NUT/PEANUTS","3","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,,"No","No","No","No","No",,"No","No"
"40-71-41-17","MAIZE","15","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,,"No","No","No","No","No",,"No","No"
"40-71-41-17","SORGHUM","5","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","Yes",,,"No","No","No","No","No",,"No","No"
"59-04-18-69","GROUND NUT/PEANUTS","1","No","Yes",16,"50 kg bag","","Yes",2,"50 kg bag","",350,"No","No","Yes","No","No","No","No",,,2,"50 kg bag","","Yes","12","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"59-04-18-69","MAIZE","2","No","Yes",10,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","7","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","No","Yes","No","No","No","No","No",,"No",,"No","No"
"59-04-18-69","MILLET/MAIWA","1","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"99-19-59-36","MAIZE","0.4","No","Yes",1,"Oxcart","","No",,,"",,,,,,,,,,,1,"Oxcart","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"66-80-07-88","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","14","50 kg bag","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"33-91-72-59","GROUND NUT/PEANUTS","1.25","Yes","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"33-91-72-59","MAIZE","2","Yes","Yes",8,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"79-95-75-64","BEANS/COWPEA","1","Yes","Yes",0,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"Yes","No"
"79-95-75-64","MAIZE","1","Yes","Yes",7,"50 kg bag","","Yes",1,"50 kg bag","",300,"Yes","No","No","No","No","No","No",,,3,"50 kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","Yes",,"No","No","No","No","No","No",,"Yes","No"
"36-27-38-94","GROUND NUT/PEANUTS","5","Yes","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,10,"Kilograms","","Yes","40","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"36-27-38-94","MAIZE","7","Yes","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","2","50 kg bag","","0",,"",1,"25kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"20-85-41-55","MAIZE","3.75","No","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"Yes","No"
"99-41-30-80","MAIZE","1","No","Yes",16,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","15","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"89-01-00-04","BEANS/COWPEA","1.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"89-01-00-04","MAIZE","1.5","Yes","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","4","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"00-37-37-14","MAIZE","1.5","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"74-41-47-70","MAIZE","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"52-43-66-41","MAIZE","3","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","4","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"83-13-77-99","BEANS/COWPEA","1","No","Yes",6,"Tins (eg milk tins)","","No",,,"",,,,,,,,,,,3,"Tins (eg milk tins)","","Yes","3","Tins (eg milk tins)","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"83-13-77-99","GROUND NUT/PEANUTS","4","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"83-13-77-99","MAIZE","4","Yes","Yes",1,"Oxcart","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","-88",,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"61-91-44-04","GROUND NUT/PEANUTS","1","Yes","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,20,"Kilograms","","Yes","30","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"61-91-44-04","MAIZE","8","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"61-31-17-62","BEANS/COWPEA","4","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"61-31-17-62","GROUND NUT/PEANUTS","0.2","No","Yes",1,"25kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"61-31-17-62","MAIZE","4","Yes","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"01-73-77-56","BEANS/COWPEA","0.5","No","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,2,"10kg bag","","Yes","80","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"01-73-77-56","MAIZE","5","No","Yes",21,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","19","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No",,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,"Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"01-73-77-56","PUMPKIN","0.25","No","Yes",40,"Numbers","","Yes",4,"Numbers","",25,"Yes","No","No","No","No","No","No",,,33,"Numbers","","Yes","3","Numbers","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"47-87-04-23","MAIZE","6","No","Yes",1,"Oxcart","","No",,,"",,,,,,,,,,,-88,,"","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"46-77-22-22","MAIZE","1","No","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","6","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-46-59-23","GROUND NUT/PEANUTS","0.75","Yes","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","50 kg bag","","10","Kilograms","",5,"Kilograms","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-46-59-23","MAIZE","0.75","Yes","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-46-59-23","MILLET/MAIWA","0.5","No","Yes",120,"Kilograms","","No",,,"",,,,,,,,,,,50,"Kilograms","","Yes","60","Kilograms","","0",,"",0,,"","15","brewery","Kilograms","","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"47-72-11-03","GROUND NUT/PEANUTS","0.25","No","Yes",1,"10kg bag","","No",,,"",,,,,,,,,,,1,"10kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"47-72-11-03","MAIZE","1.5","No","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes","No","No","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,"Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"75-19-56-83","GROUND NUT/PEANUTS","4","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"75-19-56-83","MAIZE","9","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"17-63-18-37","MAIZE","1","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"36-67-78-55","GROUND NUT/PEANUTS","0.1","No","Yes",10,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","9","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","Yes","No","No","No","No",,"No","No"
"36-67-78-55","MAIZE","2","No","Yes",3,"Oxcart","","No",,,"",,,,,,,,,,,1,"Oxcart","","Yes","2","Oxcart","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"57-94-56-04","MAIZE","8","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"50-78-72-42","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","No","Yes",,"No","No"
"39-32-15-43","MAIZE","0.4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"83-43-24-20","MAIZE","10","No","Yes",1,"Oxcart","","No",,,"",,,,,,,,,,,1,"Oxcart","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No",,"No",,"No","No"
"86-15-33-66","BEANS/COWPEA","1","Yes","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,25,"Kilograms","","Yes","25","Kilograms","","0",,"",5,"Tins (eg milk tins)","","0","",,"","Yes",1,0,0,0,0,0,0,0,0,"","No","No","Yes","No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"86-15-33-66","GROUND NUT/PEANUTS","0.7","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"86-15-33-66","MAIZE","5","Yes","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No","Yes",,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"86-15-33-66","SOYA BEANS","0.2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,"No","No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"44-68-45-91","BEANS/COWPEA","0.75","Yes","Yes",25,"Kilograms","","No",,,"",,,,,,,,,,,25,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"44-68-45-91","MAIZE","2","Yes","Yes",100,"Kilograms","","No",,,"",,,,,,,,,,,100,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"92-79-83-19","BEANS/COWPEA","0.2","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","No",,,"","0",,"",25,"Kilograms","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"92-79-83-19","GROUND NUT/PEANUTS","0.2","No","Yes",12,"Kilograms","","No",,,"",,,,,,,,,,,12,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"92-79-83-19","MAIZE","0.7","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"92-79-83-19","MILLET/MAIWA","0.4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"92-79-83-19","SORGHUM","0.4","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"84-11-52-01","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"84-11-52-01","MAIZE","2","Yes","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,"No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"04-80-79-59","GROUND NUT/PEANUTS","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No",,"Yes","No",,,,"Yes",,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
