interview__key,r_members__id,decision_code,decision_label,decision_maker_1,decision_maker_2,decision_maker_3,decision_maker_4,decision_maker_5,decision_maker_6,decision_maker_7,decision_maker_8,decision_maker_9,decision_maker_10
"98-07-17-87",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"98-07-17-87",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"98-07-17-87",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"98-07-17-87",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"98-07-17-87",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"98-07-17-87",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"98-07-17-87",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"98-07-17-87",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"98-07-17-87",1,"weai_21","Use of Land",1,,,,,,,,,
"23-98-05-49",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"23-98-05-49",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"23-98-05-49",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"23-98-05-49",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"23-98-05-49",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,,,,,,,
"23-98-05-49",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,,,,,,,
"23-98-05-49",1,"weai_16","Expenditure on Children's Education",1,2,3,,,,,,,
"23-98-05-49",1,"weai_17","How to Allocate Remittances",1,2,3,,,,,,,
"23-98-05-49",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,3,,,,,,,
"23-98-05-49",1,"weai_19","Whether They Attend a Training or Seminar",1,2,3,,,,,,,
"23-98-05-49",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,,,,,,,
"23-98-05-49",1,"weai_21","Use of Land",1,2,3,,,,,,,
"79-97-29-10",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"79-97-29-10",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"79-97-29-10",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"79-97-29-10",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"79-97-29-10",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"79-97-29-10",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"79-97-29-10",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"79-97-29-10",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"79-97-29-10",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"79-97-29-10",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"79-97-29-10",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"79-97-29-10",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"79-97-29-10",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"79-97-29-10",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"79-97-29-10",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"79-97-29-10",1,"weai_21","Use of Land",1,,,,,,,,,
"06-31-05-26",3,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"06-31-05-26",3,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"06-31-05-26",3,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"06-31-05-26",3,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"06-31-05-26",3,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"06-31-05-26",3,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"06-31-05-26",3,"weai_12","How Much Money to Spend on Food?",2,3,,,,,,,,
"06-31-05-26",3,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,3,,,,,,,
"06-31-05-26",3,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,3,,,,,,,
"06-31-05-26",3,"weai_15","Purchase and Sale of Land and Houses?",1,2,3,,,,,,,
"06-31-05-26",3,"weai_16","Expenditure on Children's Education",1,2,3,,,,,,,
"06-31-05-26",3,"weai_17","How to Allocate Remittances",2,3,,,,,,,,
"06-31-05-26",3,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,3,,,,,,,
"06-31-05-26",3,"weai_19","Whether They Attend a Training or Seminar",3,4,6,,,,,,,
"06-31-05-26",3,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",2,3,6,,,,,,,
"06-31-05-26",3,"weai_21","Use of Land",1,3,,,,,,,,
"25-90-09-86",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,8,,,,,,,,
"25-90-09-86",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,8,,,,,,,,
"25-90-09-86",1,"weai_12","How Much Money to Spend on Food?",1,8,,,,,,,,
"25-90-09-86",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,8,,,,,,,,
"25-90-09-86",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,8,,,,,,,,
"25-90-09-86",1,"weai_15","Purchase and Sale of Land and Houses?",1,8,,,,,,,,
"25-90-09-86",1,"weai_16","Expenditure on Children's Education",1,8,,,,,,,,
"25-90-09-86",1,"weai_17","How to Allocate Remittances",1,8,,,,,,,,
"25-90-09-86",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,8,,,,,,,
"25-90-09-86",1,"weai_19","Whether They Attend a Training or Seminar",1,2,3,8,,,,,,
"25-90-09-86",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,8,,,,,,
"25-90-09-86",1,"weai_21","Use of Land",1,2,8,,,,,,,
"03-91-71-73",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"03-91-71-73",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"03-91-71-73",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"03-91-71-73",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"03-91-71-73",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"03-91-71-73",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"03-91-71-73",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"03-91-71-73",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"03-91-71-73",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"03-91-71-73",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"03-91-71-73",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"03-91-71-73",1,"weai_21","Use of Land",1,,,,,,,,,
"36-45-13-48",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"36-45-13-48",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"36-45-13-48",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"36-45-13-48",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"36-45-13-48",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"36-45-13-48",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"36-45-13-48",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"36-45-13-48",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"36-45-13-48",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"36-45-13-48",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"36-45-13-48",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"36-45-13-48",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"36-45-13-48",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"36-45-13-48",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"36-45-13-48",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"36-45-13-48",1,"weai_21","Use of Land",1,2,,,,,,,,
"63-11-78-96",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"63-11-78-96",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"63-11-78-96",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"63-11-78-96",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"63-11-78-96",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"63-11-78-96",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"63-11-78-96",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"63-11-78-96",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"63-11-78-96",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"63-11-78-96",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"63-11-78-96",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"63-11-78-96",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"63-11-78-96",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"63-11-78-96",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"63-11-78-96",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"63-11-78-96",2,"weai_21","Use of Land",1,2,,,,,,,,
"79-48-70-94",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"79-48-70-94",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"79-48-70-94",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"79-48-70-94",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"79-48-70-94",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"79-48-70-94",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"79-48-70-94",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"79-48-70-94",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"79-48-70-94",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"79-48-70-94",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"79-48-70-94",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"79-48-70-94",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"79-48-70-94",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"79-48-70-94",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"79-48-70-94",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"79-48-70-94",1,"weai_21","Use of Land",1,,,,,,,,,
"01-11-02-57",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"01-11-02-57",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"01-11-02-57",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"01-11-02-57",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"01-11-02-57",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"01-11-02-57",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"01-11-02-57",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"01-11-02-57",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"01-11-02-57",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"01-11-02-57",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"01-11-02-57",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"01-11-02-57",2,"weai_21","Use of Land",1,2,,,,,,,,
"41-82-62-49",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"41-82-62-49",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"41-82-62-49",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"41-82-62-49",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"41-82-62-49",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"41-82-62-49",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"41-82-62-49",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"41-82-62-49",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"41-82-62-49",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"41-82-62-49",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"41-82-62-49",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"41-82-62-49",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"41-82-62-49",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"41-82-62-49",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"41-82-62-49",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"41-82-62-49",1,"weai_21","Use of Land",1,,,,,,,,,
"57-39-86-38",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,,,,,,
"57-39-86-38",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,,,,,,
"57-39-86-38",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,,,,,,
"57-39-86-38",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,,,,,,
"57-39-86-38",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,,,,,,
"57-39-86-38",1,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"57-39-86-38",1,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"57-39-86-38",1,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"57-39-86-38",1,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"57-39-86-38",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"57-39-86-38",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"57-39-86-38",1,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"57-39-86-38",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"57-39-86-38",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"57-39-86-38",1,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"57-39-86-38",1,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"57-39-86-38",1,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"57-39-86-38",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"57-39-86-38",1,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"57-39-86-38",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"57-39-86-38",1,"weai_21","Use of Land",1,2,,,,,,,,
"47-31-29-24",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,,,,,,
"47-31-29-24",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,,,,,,
"47-31-29-24",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,4,,,,,,,
"47-31-29-24",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,4,,,,,,,
"47-31-29-24",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,,,,,,
"47-31-29-24",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,,,,,,,,,
"47-31-29-24",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,,,,,,,,,
"47-31-29-24",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,,,,,,,,,
"47-31-29-24",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,,,,,,,,,
"47-31-29-24",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,4,,,,,,,
"47-31-29-24",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,4,,,,,,,
"47-31-29-24",2,"weai_12","How Much Money to Spend on Food?",1,3,4,,,,,,,
"47-31-29-24",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,3,4,,,,,,,
"47-31-29-24",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,4,,,,,,,
"47-31-29-24",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,4,,,,,,,
"47-31-29-24",2,"weai_16","Expenditure on Children's Education",1,2,4,,,,,,,
"47-31-29-24",2,"weai_17","How to Allocate Remittances",1,2,3,4,,,,,,
"47-31-29-24",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,3,4,,,,,,
"47-31-29-24",2,"weai_19","Whether They Attend a Training or Seminar",1,2,3,4,,,,,,
"47-31-29-24",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,3,4,,,,,,
"47-31-29-24",2,"weai_21","Use of Land",1,,,,,,,,,
"87-48-42-67",1,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,,,,,,,,,
"87-48-42-67",1,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,,,,,,,,,
"87-48-42-67",1,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,,,,,,,,,
"87-48-42-67",1,"weai_4","How Much Money to Spend on Farm Inputs?",1,,,,,,,,,
"87-48-42-67",1,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,,,,,,,,,
"87-48-42-67",1,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,,,,,,,,,
"87-48-42-67",1,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,,,,,,,,,
"87-48-42-67",1,"weai_12","How Much Money to Spend on Food?",1,,,,,,,,,
"87-48-42-67",1,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,,,,,,,,,
"87-48-42-67",1,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,,,,,,,,,
"87-48-42-67",1,"weai_15","Purchase and Sale of Land and Houses?",1,,,,,,,,,
"87-48-42-67",1,"weai_16","Expenditure on Children's Education",1,,,,,,,,,
"87-48-42-67",1,"weai_17","How to Allocate Remittances",1,,,,,,,,,
"87-48-42-67",1,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,,,,,,,,,
"87-48-42-67",1,"weai_19","Whether They Attend a Training or Seminar",1,,,,,,,,,
"87-48-42-67",1,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,,,,,,,,,
"87-48-42-67",1,"weai_21","Use of Land",1,,,,,,,,,
"88-51-36-66",2,"weai_1","Crop Farming like what Crop to Grow, when and How to Till and Manage the Crops (Weeding, Fertilizer, Etc.)",1,2,,,,,,,,
"88-51-36-66",2,"weai_2","Marketing of Crop Farm Produce (when/Whom/where to Sell, Who Negotiates the Price)?",1,2,,,,,,,,
"88-51-36-66",2,"weai_3","How any Cash Earned from Crop Farming is Spent?",1,2,,,,,,,,
"88-51-36-66",2,"weai_4","How Much Money to Spend on Farm Inputs?",1,2,,,,,,,,
"88-51-36-66",2,"weai_5","Who Makes the Decision if the Household Need to Consult an Agricultural Technician, Extension Agent, or Other People Who are Experts",1,2,,,,,,,,
"88-51-36-66",2,"weai_6","Purchase and Sale of Livestock Like Cattle and Goats (E.g. which to Buy, where/when to Sell, Etc.)",1,2,,,,,,,,
"88-51-36-66",2,"weai_7","How any Cash Earned from the Sale of Livestock or Livestock Products Like Milk and Eggs is Spent?",1,2,,,,,,,,
"88-51-36-66",2,"weai_8","The Use of Large Livestock (Cattle, Donkey)",1,2,,,,,,,,
"88-51-36-66",2,"weai_9","The Use of Small Livestock (Goats, Sheep, Poultry)",1,2,,,,,,,,
"88-51-36-66",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"88-51-36-66",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"88-51-36-66",2,"weai_12","How Much Money to Spend on Food?",1,2,,,,,,,,
"88-51-36-66",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"88-51-36-66",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"88-51-36-66",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"88-51-36-66",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"88-51-36-66",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"88-51-36-66",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"88-51-36-66",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"88-51-36-66",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"88-51-36-66",2,"weai_21","Use of Land",1,2,,,,,,,,
"88-12-77-50",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,,,,,,,,
"88-12-77-50",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,,,,,,,,
"88-12-77-50",2,"weai_12","How Much Money to Spend on Food?",2,,,,,,,,,
"88-12-77-50",2,"weai_13","How Much Money to Spend on Capital Investments (Machinery, Water Pumps, Etc.) for Agriculture?",1,2,,,,,,,,
"88-12-77-50",2,"weai_14","Purchase and Sale of Durable Goods (E.g., Purchase and Sale of TVs, Radios, Fridge)",1,2,,,,,,,,
"88-12-77-50",2,"weai_15","Purchase and Sale of Land and Houses?",1,2,,,,,,,,
"88-12-77-50",2,"weai_16","Expenditure on Children's Education",1,2,,,,,,,,
"88-12-77-50",2,"weai_17","How to Allocate Remittances",1,2,,,,,,,,
"88-12-77-50",2,"weai_18","Whether to Borrow Money and How Much to Borrow?",1,2,,,,,,,,
"88-12-77-50",2,"weai_19","Whether They Attend a Training or Seminar",1,2,,,,,,,,
"88-12-77-50",2,"weai_20","If They will Adopt or Use the New Techniques/Knowledge They Have Acquired or Learned",1,2,,,,,,,,
"88-12-77-50",2,"weai_21","Use of Land",1,2,,,,,,,,
"17-63-55-71",2,"weai_10","The Types of Non-Agricultural Activities your Household Involves Itself In, Such as Small Business, Casual and Wage Labour, and Providing Services to Others",1,2,3,,,,,,,
"17-63-55-71",2,"weai_11","How any Cash Earned from Wage Work or Non-Farm Work is Spent",1,2,3,,,,,,,
"17-63-55-71",2,"weai_12","How Much Money to Spend on Food?",1,2,3,,,,,,,
