interview__key,any_livestock,grazing_area__1,grazing_area__2,grazing_area__3,grazing_area__4,grazing_area__5,grazing_area__96,grazing_area_oth,grazing_dist,grazing_days,grazing_hour,grazing_ownership,grazing_sharing,grazing_permit,grazing_permit_price,grazing_years,grazing_area_before__1,grazing_area_before__2,grazing_area_before__3,grazing_area_before__4,grazing_area_before__5,grazing_area_before__96,grazing_dist_before,grazing_cng_reason__1,grazing_cng_reason__2,grazing_cng_reason__3,grazing_cng_reason__4,grazing_cng_reason__5,grazing_cng_reason__6,grazing_cng_reason__7,grazing_cng_reason__8,grazing_cng_reason__9,grazing_cng_reason__10,grazing_cng_reason__11,grazing_cng_reason__96,grazing_change_reason_oth,grazing_challenges__1,grazing_challenges__2,grazing_challenges__3,grazing_challenges__4,grazing_challenges__5,grazing_challenges__6,grazing_challenges__7,grazing_challenges__8,grazing_challenges__9,grazing_challenges__10,grazing_challenges__11,grazing_challenges__96,grazing_challenge_oth
"64-46-66-46","Yes","No","No","Yes","No","No","No",,40,560,8,"Communally owned",7,"No",,5,"No","Yes","No","No","No","No",40,"Yes","No","No","No",,"No","No","No",,"No","No","No","","No","No","No","No","Yes","No","No","No","No","No","No","No",""
"50-30-92-60","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"24-09-68-36","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"42-32-41-18","Yes","No","Yes","No","No","No","No",,60,420,5,"State owned",2,"No",,25,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"29-79-40-11","Yes","No","Yes","No","No","No","No",,10,500,8,"State owned",20,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No","No","No","No","No","No",""
"60-57-49-31","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"60-10-68-48","Yes","No","Yes","No","No","No","No",,20,480,8,"Communally owned",20,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No","Yes","No",,"No",,"No","No","No","No","No",""
"35-24-82-24","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"94-16-94-83","Yes","Yes","Yes","No","No","No","No",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No","No",""
"93-01-93-75","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"25-76-97-37","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"37-86-89-16","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"59-63-12-34","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"67-12-10-28","Yes","No","Yes","No","No","No","No",,40,500,7,"State owned",5,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","animal-Wildlife conflicts"
"25-90-81-61","Yes","No","No","Yes","No","No","No",,10,560,9,"State owned",15,"No",,20,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No","No",""
"27-19-89-21","Yes","No","Yes","No","No","No","No",,30,480,7,"Communally owned",30,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","Yes",,"No","No","No","No","No",""
"03-62-40-58","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"60-29-48-02","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"93-40-82-23","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"90-39-81-40","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"26-16-19-49","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"29-68-82-61","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"29-03-78-72","Yes","No","Yes","No","No","No","No",,30,480,7,"Communally owned",30,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No","No","No","No","No","No",""
"54-48-29-54","Yes","Yes","No","No","No","No","No",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","Yes","No","No","No","No","No","No","No",""
"29-79-23-67","Yes","No","Yes","No","No","No","No",,120,420,5,"Co-share/ co-farming",6,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"36-91-85-86","Yes","No","Yes","No","No","No","No",,60,600,8,"Communally owned",5,"No",,2,"No","No","Yes","No","No","No",120,"No","No","No","No","No","No","No","No","Yes","No","No","No","","No","No","No","No","Yes","No","No","No","No","No","No","No",""
"33-77-00-47","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"71-23-95-90","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"77-62-89-56","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"93-71-48-41","Yes","Yes","Yes","No","No","No","No",,,,9,,,,,,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No",,"No","No","No",""
"08-18-22-01","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"98-07-17-87","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"23-98-05-49","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"79-97-29-10","Yes","No","Yes","No","No","No","No",,60,400,6,"Communally owned",10,"No",,7,"No","Yes","No","No","No","No",2,"No","No","No","No","No","No","No","No","No","No","Yes","No","","Yes","No","No","No",,"No","No","No","No","No","No","No",""
"41-50-66-96","Yes","No","No","No","Yes","No","No",,30,540,8,"State owned",30,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No","No","No","No","No","No",""
"06-31-05-26","Yes","No","Yes","No","No","No","No",,30,540,8,"Communally owned",10,"No",,10,,,,,,,,,,,,,,,,,,,,"",,"No","No","No",,"No","No","No","No","No","No","Yes","WILD ANIMALS ATTACKS"
"25-90-09-86","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"03-91-71-73","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"36-45-13-48","Yes","Yes","No","No","No","No","No",,,,6,,,,,,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"63-11-78-96","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"79-48-70-94","Yes","Yes","No","No","No","No","No",,,,8,,,,,,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","Yes","No","No","No","No","No","No","No",""
"01-11-02-57","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"41-82-62-49","Yes","Yes","No","No","No","No","No",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"57-39-86-38","Yes","No","Yes","No","No","No","No",,50,460,6,"Co-share/ co-farming",14,"No",,8,"No","Yes","No","No","No","No",0,"No","No","No","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"47-31-29-24","Yes","No","Yes","No","No","No","No",,60,540,8,"Communally owned",15,"No",,25,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No",,"No","No","No",,"No","No","No",""
"87-48-42-67","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"88-51-36-66","Yes","No","No","Yes","No","No","No",,2,420,7,"Communally owned",8,"No",,20,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No","No",""
"88-12-77-50","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"17-63-55-71","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"08-89-64-68","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"40-29-00-57","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"86-10-11-11","Yes","No","No","Yes","No","No","No",,10,500,8,"State owned",20,"No",,15,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No",,"No","No","No","No","No","No","No",""
"80-48-57-31","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"03-33-65-79","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"86-28-43-28","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"95-58-64-05","Yes","No","No","Yes","No","No","No",,30,5,7,"Communally owned",20,"No",,1,"No","No","No","No","No","Yes",.5,"No","No","No","No","No","No","No","No","No","No","Yes","No","","No","No",,"No","No","No","No",,"No","No","No","Yes","WILD ANIMALS ATTACKS"
"51-45-88-78","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"90-62-42-39","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"71-64-26-40","Yes","No","Yes","No","No","No","No",,10,970,14,"State owned",5,"No",,12,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","No","Yes","Wildlife invasion"
"81-24-00-67","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"12-70-32-30","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"82-97-70-37","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"62-46-14-70","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"71-10-70-44","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"72-64-30-28","Yes","No","Yes","No","No","No","No",,10,500,8,"State owned",21,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,,"No","No","No","No","No",""
"13-26-76-47","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"49-80-23-99","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"86-00-13-77","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"48-57-10-38","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"69-84-94-36","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"18-54-82-39","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"72-38-29-03","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"20-35-14-07","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"80-76-98-64","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"46-71-82-60","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"24-76-27-27","Yes","No","No","Yes","No","No","No",,60,420,6,"Communally owned",4,"No",,16,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No",,"wildlife attacks"
"85-49-52-94","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"41-14-53-27","Yes","No","Yes","No","No","No","No",,120,360,4,"Communally owned",.a,"No",,24,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No",,"invasion of wildlife"
"19-25-83-42","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"52-70-09-40","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"14-14-61-40","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"79-24-47-25","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"98-74-77-48","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"45-71-76-98","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"07-23-89-71","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"05-94-07-12","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"58-90-20-54","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"50-03-32-43","Yes","No","Yes","No","No","No","No",,60,600,7,"Communally owned",4,"No",,4,"Yes","Yes","No","No","No","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No",,"No",,"No","No","No","No","No","No","No",""
"62-49-02-44","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"75-29-94-40","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
